"TXT_ISSN_P","TXT_ISSN_E","TXT_ISSN_L","NME_REVISTA_IN","NRO_ANO","ID_CLAS_REV","PAIS_REV_IN","REG_REV_IN","DEP_REV_IN","COD_DANE_REV_IN","MUN_REV_IN","ID_AREA_CON","NME_ESPECIALIDAD","NME_AREA","NME_GRAN_AREA","ID_INST_EDIT_1","NME_INST_EDIT_1","TIPO_INS_N1_E1","TIPO_INS_N2_E1","TIPO_INS_N3_E1","TIPO_INS_N4_E1","ID_INST_EDIT_2","NME_INST_EDIT_2","TIPO_INS_N1_E2","TIPO_INS_N2_E2","TIPO_INS_N3_E2","TIPO_INS_N4_E2","ID_INST_EDIT_3","NME_INST_EDIT_3","TIPO_INS_N1_E3","TIPO_INS_N2_E3","TIPO_INS_N3_E3","TIPO_INS_N4_E3","ID_REVISTA_P"
"1692-8156","2011-1703",,"International Law : Revista Colombiana De Derecho Internacional","2014","A2","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5E01","Derecho","Derecho","Ciencias Sociales","679","PONTIFICIA UNIVERSIDAD JAVERIANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","498"
"0123-9155",,,"Acta Colombiana De Psicología","2016","A1","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5A02","Psicología (Incluye Terapias de Aprendizaje, Habla, Visual y Otras Discapacidades Físicas y Mentales)","Psicología","Ciencias Sociales","705","UNIVERSIDAD CATOLICA DE COLOMBIA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","346"
"0120-3932",,,"Economicas Cuc","2017","C","Colombia","Caribe","Atlántico","08001","Barranquilla","5B01","Economía","Economía y Negocios","Ciencias Sociales","602","CORPORACION UNIVERSIDAD DE LA COSTA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","914"
"0366-5232",,,"Caldasia","2019","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","1F","No registra","Ciencias Biológicas","Ciencias Naturales","956","UNIVERSIDAD NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible","7,329","INSTITUTO DE CIENCIAS NATURALES","No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","72"
"0121-0793","2011-7965",,"Iatreia","2019","C","Colombia","Eje Cafetero","Antioquia","05001","Medellín","3B28","Otros Temas de Medicina Clínica","Medicina Clínica","Ciencias Médicas y de la Salud","883","UNIVERSIDAD DE ANTIOQUIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","75"
"2216-1201",,,"Revista Colombiana De Ciencias Sociales","2020","B","Colombia","Eje Cafetero","Antioquia","05001","Medellín","5I01","Ciencias Sociales, Interdisciplinaria","Otras Ciencias Sociales","Ciencias Sociales","901","UNIVERSIDAD CATOLICA LUIS AMIGO","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","548"
"1692-5858",,,"Encuentros","2015","B","Colombia","Caribe","Atlántico","08001","Barranquilla","5H04","Medios y Comunicación Social","Periodismo y Comunicaciones","Ciencias Sociales","600","UNIVERSIDAD AUTONOMA DEL CARIBE","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","578"
"0121-8697",,,"Revista De Derecho","2013","A2","Colombia","Caribe","Atlántico","08001","Barranquilla","5E01","Derecho","Derecho","Ciencias Sociales","484","FUNDACION UNIVERSIDAD DEL NORTE","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","272"
"2215-8987",,,"Arka Revista De Arquitectura","2016","C","No disponible","No disponible","No disponible",,"No disponible","6D07","Arquitectura y Urbanismo","Arte","Humanidades","689","UNIVERSIDAD LA GRAN COLOMBIA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","766"
"1657-3412",,,"Cuadernos Hispanoamericanos De Psicología","2011","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5A","No registra","Psicología","Ciencias Sociales","735","UNIVERSIDAD EL BOSQUE","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","493"
"0121-4993",,,"Revista De Ingeniería","2015","A2","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","2K02","Otras Ingenierías y Tecnologías","Otras Ingenierías y Tecnologías","Ingeniería y Tecnología","663","UNIVERSIDAD DE LOS ANDES","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","325"
"0123-2304",,,"Temas Y Reflexiones","2009","C","Colombia","Centro Sur","Tolima","73001","Ibagué","6E01","Otras Humanidades","Otras Humanidades","Humanidades","538","UNIVERSIDAD DE IBAGUE","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","46"
"2215-9444",,,"Arquetipo","2016","C","Colombia","Eje Cafetero","Risaralda","66001","Pereira","5I01","Ciencias Sociales, Interdisciplinaria","Otras Ciencias Sociales","Ciencias Sociales","913","UNIVERSIDAD CATOLICA DE PEREIRA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","322"
"1900-3803",,,"Entramado","2015","B","Colombia","Pacífico","Valle del Cauca","76001","Cali","5I","No registra","Otras Ciencias Sociales","Ciencias Sociales","684","UNIVERSIDAD LIBRE DE COLOMBIA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","126"
"0124-7107","23897066",,"Universidad Y Salud","2020","C","Colombia","Pacífico","Nariño","52001","Pasto","3C05","Salud Pública","Ciencias de la Salud","Ciencias Médicas y de la Salud","158","UNIVERSIDAD DE NARINO","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","279"
"0121-182X",,,"Prolegomenos : Derechos Y Valores","2016","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5E01","Derecho","Derecho","Ciencias Sociales","76","UNIVERSIDAD MILITAR NUEVA GRANADA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","628"
"2344-8652",,,"Investigación e Innovación en Ingenierías","2020","B","Colombia","Caribe","Atlántico","08001","Barranquilla","2K","No registra","Otras Ingenierías y Tecnologías","Ingeniería y Tecnología","603","UNIVERSIDAD SIMON BOLIVAR","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","635"
"2011-2173",,,"Revista Colombiana De Ciencias Hortícolas","2014","A2","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","4E01","Otras Ciencias Agrícolas","Otras Ciencias Agrícolas","Ciencias Agrícolas","4,475","SOCIEDAD COLOMBIANA DE CIENCIAS HORTICOLAS","Otras","Entidades sin ánimo de lucro","Privado","No disponible","930","UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible","927"
"1909-2474",,"1909-2474","Revista Luna Azul","2022","C","Colombia","Eje Cafetero","Caldas","17001","Manizales","5G01","Ciencias Ambientales (Aspectos Sociales)","Geografía Social y Económica","Ciencias Sociales","544","UNIVERSIDAD DE CALDAS","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","613"
"1794-7111",,,"Kepes","2017","A2","Colombia","Eje Cafetero","Caldas","17001","Manizales","6D","No registra","Arte","Humanidades","544","UNIVERSIDAD DE CALDAS","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","590"
"2215-7360",,,"Aglala","2020","B","Colombia","Caribe","Bolívar","13001","Cartagena de Indias","5I","No registra","Otras Ciencias Sociales","Ciencias Sociales","528","CORPORACION UNIVERSITARIA RAFAEL NUNEZ","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","53"
"1692-7389",,,"Ingenierias & Amazonia","2016","C","Colombia","Centro Sur","Caquetá","18001","Florencia","2K03","Ingeniería de Producción","Otras Ingenierías y Tecnologías","Ingeniería y Tecnología","906","UNIVERSIDAD DE LA AMAZONIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","566"
"0120-0011",,,"Revista De La Facultad De Medicina De La Universidad Nacional De Colombia","2017","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","3E02","Otras Ciencias Médicas","Otras Ciencias Médicas","Ciencias Médicas y de la Salud","956","UNIVERSIDAD NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","221"
"1794-6638",,,"Ratio Juris","2015","C","Colombia","Eje Cafetero","Antioquia","05001","Medellín","5E01","Derecho","Derecho","Ciencias Sociales","1,596","UNIVERSIDAD AUTONOMA LATINOAMERICANA UNAULA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,102"
"0120-0690",,"2256-2958","Revista Colombiana De Ciencias Pecuarias","2022","B","Colombia","Eje Cafetero","Antioquia","05001","Medellín","4C","No registra","Ciencias Veterinarias","Ciencias Agrícolas","883","UNIVERSIDAD DE ANTIOQUIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","70"
"0121-4470",,,"Momento","2015","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","1C01","Física atómica, Molecular y Química","Ciencias Físicas","Ciencias Naturales","956","UNIVERSIDAD NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,310"
"0120-9965",,"2357-3732","Agronomía Colombiana","2021","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","4A","No registra","Agricultura, Silvicultura y Pesca","Ciencias Agrícolas",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","25"
"0124-406X","2382-4921",,"Rastros Rostros","2015","C","Colombia","Centro Oriente","Santander","68001","Bucaramanga","5C01","Educación General (Incluye Capacitación, Pedagogía)","Ciencias de la Educación","Ciencias Sociales","4,433","CORPORACION CLINICA UNIVERSIDAD COOPERATIVA DE COLOMBIA","Otras","Organizaciones no gubernamentales","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","375"
"0120-7555","2346-206X",,"Turismo Y Sociedad","2014","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5B04","Negocios y Management","Economía y Negocios","Ciencias Sociales","686","UNIVERSIDAD EXTERNADO DE COLOMBIA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","732"
"0121-4993",,,"Revista De Ingeniería","2016","A2","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","2K02","Otras Ingenierías y Tecnologías","Otras Ingenierías y Tecnologías","Ingeniería y Tecnología","663","UNIVERSIDAD DE LOS ANDES","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","325"
"0122-1701",,,"Scientia Et Technica","2016","C","Colombia","Eje Cafetero","Risaralda","66001","Pereira","2B01","Ingeniería Eléctrica y Electrónica","Ingenierías Eléctrica, Electrónica e Informática","Ingeniería y Tecnología","917","UNIVERSIDAD TECNOLOGICA DE PEREIRA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","136"
"0121-0807","2145-8464",,"Salud Uis","2020","C","No disponible","No disponible","No disponible",,"No disponible","3C","No registra","Ciencias de la Salud","Ciencias Médicas y de la Salud","615","UNIVERSIDAD INDUSTRIAL DE SANTANDER","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","271"
"2145-6097",,,"Revista De Investigacion Agraria Ambiental","2017","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","4A06","Agronomía","Agricultura, Silvicultura y Pesca","Ciencias Agrícolas","465","UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","12"
"0120-0062","2011-3668",,"Ideas Y Valores","2019","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","6E01","Otras Humanidades","Otras Humanidades","Humanidades","956","UNIVERSIDAD NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","139"
"0122-8420",,,"Ciencia Y Agricultura","2015","B","Colombia","Centro Oriente","Boyacá","15001","Tunja","4A","No registra","Agricultura, Silvicultura y Pesca","Ciencias Agrícolas","930","UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,210"
"0123-2592",,,"Dialéctica","2009","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5I","No registra","Otras Ciencias Sociales","Ciencias Sociales","461","FUNDACION UNIVERSITARIA COMPENSAR","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,111"
"0120-8462","2500-5375",,"Cuadernos De Filosofía Latinoamericana","2018","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","6E02","Filosofía","Otras Humanidades","Humanidades","675","UNIVERSIDAD SANTO TOMAS","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","638"
"2145-9444",,,"Zona Proxima","2015","B","Colombia","Caribe","Atlántico","08001","Barranquilla","5I","No registra","Otras Ciencias Sociales","Ciencias Sociales","484","FUNDACION UNIVERSIDAD DEL NORTE","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","882"
"1900-9895",,"2500-5324","Latinoamericana De Estudios Educativos","2021","C","Colombia","Eje Cafetero","Caldas","17001","Manizales","5C","No registra","Ciencias de la Educación","Ciencias Sociales","544","UNIVERSIDAD DE CALDAS","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","208"
"0120-4807",,,"Universitas Humanística","2020","B","No disponible","No disponible","No disponible",,"No disponible","5D03","Antropología","Sociología","Ciencias Sociales","679","PONTIFICIA UNIVERSIDAD JAVERIANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","448"
"0123-921X",,"2248-7638","Tecnura","2022","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","2B","No registra","Ingenierías Eléctrica, Electrónica e Informática","Ingeniería y Tecnología","968","UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","276"
"2027-3029",,,"Rostros & Rastros","2013","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5E","No registra","Derecho","Ciencias Sociales","6,416","PROCURADURIA GENERAL DE LA NACION","Entidades de Gobierno","Nacional","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","355"
"1794-631X","2500-5782",,"Revista De Investigaciones","2014","C","Colombia","Eje Cafetero","Quindío","63001","Armenia","1G01","Otras Ciencias Naturales","Otras Ciencias Naturales","Ciencias Naturales","477","UNIVERSIDAD DEL QUINDIO","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","247"
"2248-6046",,"2011-7663","Finanzas Y Política Económica","2022","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5B","No registra","Economía y Negocios","Ciencias Sociales","705","UNIVERSIDAD CATOLICA DE COLOMBIA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,034"
"1657-3986","2256-5477",,"Desde El Jardín De Freud","2011","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5A","No registra","Psicología","Ciencias Sociales","956","UNIVERSIDAD NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,096"
"2145-6445",,,"Revista Latinoamericana De Estudios De Familia","2015","B","Colombia","Eje Cafetero","Caldas","17001","Manizales","5I","No registra","Otras Ciencias Sociales","Ciencias Sociales","544","UNIVERSIDAD DE CALDAS","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","907"
"2382-4018",,"2382-4018","Collectivus. Revista de Ciencias Sociales","2022","C","Colombia","Caribe","Atlántico","08001","Barranquilla","6E01","Otras Humanidades","Otras Humanidades","Humanidades","599","UNIVERSIDAD DEL ATLANTICO","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","267"
"0123-3068",,"2462-8190","Boletín Científico Del Museo De Historia Natural","2021","A2","Colombia","Eje Cafetero","Caldas","17001","Manizales","1F","No registra","Ciencias Biológicas","Ciencias Naturales","544","UNIVERSIDAD DE CALDAS","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","555"
"1900-7841",,,"Revista Colombiana Salud Libre","2015","C","Colombia","Pacífico","Valle del Cauca","76001","Cali","3B28","Otros Temas de Medicina Clínica","Medicina Clínica","Ciencias Médicas y de la Salud","684","UNIVERSIDAD LIBRE DE COLOMBIA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","768"
"0120-3347","2145-4604",,"Revista Colombiana De Anestesiología","2014","A2","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","3B28","Otros Temas de Medicina Clínica","Medicina Clínica","Ciencias Médicas y de la Salud","956","UNIVERSIDAD NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","84"
